ID,MenuItemID,OrderID
604,1,198
605,5,198
606,5,199
607,3,199
608,2,199
609,3,200
610,1,200
611,2,200
612,4,200
613,4,200
614,2,201
615,1,201
616,5,201
617,5,201
618,1,202
619,3,202
620,2,202
621,2,203
622,5,203
623,5,203
624,2,204
625,5,204
626,4,205
627,2,206
628,2,206
629,3,206
630,2,206
631,5,206
632,5,207
633,2,207
634,1,208
635,1,208
636,2,208
637,2,208
638,4,208
639,4,209
640,1,209
641,2,209
642,3,209
643,1,210
644,4,210
645,4,211
646,4,211
647,1,211
648,2,212
649,4,213
650,1,213
651,2,213
652,2,213
653,4,214
654,4,214
655,3,215
656,5,215
657,4,215
658,5,216
659,4,217
660,1,217
661,3,218
662,1,218
663,2,218
664,3,218
665,5,218
666,1,219
667,3,219
668,3,219
669,1,219
670,4,219
671,2,220
672,5,220
673,3,220
674,3,221
675,4,221
676,4,221
677,2,222
678,1,222
679,4,222
680,5,222
681,1,222
682,1,223
683,1,224
684,3,225
685,3,225
686,2,225
687,5,226
688,2,226
689,4,226
690,1,227
691,3,228
692,2,229
693,1,229
694,4,229
695,4,230
696,4,231
697,2,231
698,4,231
699,2,231
700,2,232
701,1,232
702,4,233
703,5,233
704,3,233
705,2,234
706,1,234
707,2,234
708,2,234
709,4,235
710,2,235
711,2,235
712,3,235
713,3,236
714,4,237
715,3,237
716,3,237
717,4,237
718,5,238
719,4,238
720,5,238
721,3,238
722,3,239
723,1,240
724,4,240
725,2,240
726,4,241
727,3,241
728,1,241
729,5,241
730,2,242
731,3,242
732,5,242
733,4,243
734,1,243
735,3,243
736,1,243
737,1,244
738,3,244
739,1,244
740,3,245
741,2,245
742,4,245
743,2,245
744,2,246
745,3,247
746,1,247
747,5,247
748,5,247
749,1,247
750,5,248
751,1,249
752,3,250
753,4,250
754,5,250
755,4,251
756,5,251
757,3,251
758,2,252
759,3,252
760,2,253
761,1,253
762,3,254
763,1,254
764,3,254
765,4,254
766,2,255
767,1,256
768,2,256
769,1,256
770,2,257
771,5,257
772,3,257
773,1,258
774,5,259
775,5,259
776,5,259
777,3,259
778,4,259
779,3,260
780,1,260
781,1,260
782,1,261
783,1,261
784,1,261
785,2,262
786,4,262
787,2,263
788,5,263
789,2,263
790,2,264
791,4,264
792,3,264
793,2,264
794,3,264
795,4,265
796,2,265
797,1,266
798,2,266
799,5,266
800,1,266
801,5,266
802,3,267
803,1,267
804,5,267
805,5,267
806,1,267
807,1,268
808,4,268
809,5,268
810,4,268
811,5,269
812,4,269
813,4,270
814,2,271
815,1,271
816,5,271
817,3,272
818,2,272
819,1,272
820,1,272
821,3,273
822,2,273
823,3,273
824,2,273
825,1,274
826,3,274
827,3,274
828,4,275
829,1,275
830,2,275
831,2,275
832,2,276
833,4,276
834,4,276
835,5,276
836,5,276
837,1,277
838,2,277
839,1,277
840,4,277
841,4,278
842,2,278
843,4,278
844,3,279
845,3,279
846,4,280
847,2,280
848,3,280
849,4,281
850,2,281
851,3,281
852,5,282
853,1,283
854,3,283
855,1,283
856,1,283
857,2,284
858,3,284
859,2,284
860,2,284
861,4,285
862,2,285
863,2,285
864,5,285
865,2,285
866,4,286
867,5,287
868,1,287
869,5,287
870,1,287
871,5,287
872,5,288
873,4,288
874,2,288
875,3,288
876,5,289
877,1,289
878,1,289
879,5,290
880,3,290
881,4,291
882,5,292
883,2,293
884,1,293
885,2,293
886,5,293
887,5,294
888,3,294
889,5,294
890,2,294
891,1,294
892,5,295
893,1,296
894,5,296
895,2,296
896,1,297
897,4,297
898,5,298
899,4,298
900,5,298
901,5,299
902,1,300
903,3,300
904,3,300
905,1,301
906,3,301
907,5,301
908,3,301
909,4,301
910,5,302
911,5,302
912,1,302
913,3,303
914,2,303
915,5,304
916,2,304
917,1,305
918,2,305
919,1,305
920,3,305
921,4,306
922,2,306
923,3,306
924,3,306
925,1,307
926,1,307
927,3,307
928,3,308
929,1,308
930,5,308
931,1,308
932,5,309
933,2,310
934,2,310
935,4,311
936,1,311
937,5,311
938,2,311
939,5,312
940,4,312
941,2,313
942,3,314
943,5,314
944,1,314
945,4,314
946,2,315
947,3,315
948,1,316
949,5,316
950,3,316
951,4,317
952,5,317
953,5,318
954,2,318
955,1,319
956,5,319
957,4,319
958,1,319
959,3,319
960,5,320
961,4,321
962,1,321
963,4,321
964,2,321
965,3,321
966,5,322
967,5,323
968,2,323
969,1,323
970,4,324
971,5,324
972,5,324
973,5,325
974,2,325
975,2,326
976,5,326
977,4,326
978,3,326
979,4,326
980,5,327
981,3,328
982,1,328
983,4,328
984,4,328
985,5,328
986,4,329
987,3,329
988,5,329
989,4,329
990,2,329
991,1,330
992,5,330
993,3,331
994,5,331
995,1,332
996,3,332
997,5,333
998,2,333
999,1,334
1000,4,334
1001,1,335
1002,4,336
1003,1,336
1004,3,337
1005,5,337
1006,1,337
1007,5,337
1008,1,337
1009,2,338
1010,5,338
1011,4,338
1012,4,339
1013,4,339
1014,2,339
1015,5,340
1016,3,340
1017,4,340
1018,5,340
1019,2,341
1020,5,341
1021,2,341
1022,5,341
1023,2,341
1024,1,342
1025,2,342
1026,5,342
1027,4,343
1028,3,343
1029,5,343
1030,1,343
1031,2,344
1032,4,345
1033,4,345
1034,4,345
1035,1,346
1036,1,347
1037,1,347
1038,5,348
1039,1,349
1040,5,349
1041,1,349
1042,4,349
1043,4,349
1044,1,350
1045,3,350
1046,4,351
1047,3,351
1048,3,352
1049,4,353
1050,5,354
1051,1,354
1052,2,355
1053,5,355
1054,5,356
1055,1,356
1056,2,356
1057,5,356
1058,5,357
1059,5,357
1060,2,357
1061,1,357
1062,4,358
1063,3,358
1064,4,358
1065,5,358
1066,5,359
1067,5,359
1068,4,360
1069,5,360
1070,2,360
1071,1,361
1072,2,361
1073,5,361
1074,1,361
1075,2,361
1076,4,362
1077,2,362
1078,3,362
1079,5,363
1080,4,363
1081,5,363
1082,3,363
1083,5,364
1084,5,364
1085,2,364
1086,3,364
1087,2,364
1088,2,365
1089,1,365
1090,2,365
1091,3,365
1092,1,366
1093,4,366
1094,1,366
1095,3,367
1096,1,367
1097,5,368
1098,1,368
1099,1,368
1100,4,368
1101,3,369
1102,2,369
1103,4,369
1104,3,369
1105,3,370
1106,2,370
1107,2,370
1108,1,371
1109,2,371
1110,1,371
1111,4,371
1112,3,372
1113,3,372
1114,3,372
1115,5,372
1116,3,372
1117,3,373
1118,5,373
1119,3,373
1120,2,373
1121,4,374
1122,5,375
1123,5,375
1124,3,375
1125,2,376
1126,4,376
1127,2,376
1128,4,376
1129,2,376
1130,5,377
1131,3,378
1132,5,379
1133,2,379
1134,5,379
1135,3,380
1136,3,381
1137,3,382
1138,5,383
1139,5,383
1140,5,384
1141,4,384
1142,4,384
1143,4,384
1144,1,385
1145,4,385
1146,1,385
1147,1,386
1148,5,386
1149,2,386
1150,4,386
1151,2,387
1152,2,387
1153,3,388
1154,5,388
1155,1,388
1156,2,388
1157,4,389
1158,5,389
1159,2,390
1160,3,390
1161,3,391
1162,5,391
1163,5,391
1164,3,391
1165,4,391
1166,3,392
1167,2,393
1168,4,394
1169,2,394
1170,5,394
1171,2,395
1172,1,395
1173,3,395
1174,3,395
1175,3,395
1176,3,396
1177,5,396
1178,5,397
1179,1,398
1180,3,398
1181,1,398
1182,3,399
1183,1,399
1184,3,399
1185,2,399
1186,2,400
1187,2,400
1188,2,401
1189,3,401
1190,3,402
1191,4,402
1192,4,402
1193,2,402
1194,5,402
1195,2,403
1196,3,403
1197,2,403
1198,2,403
1199,3,403
1200,3,404
1201,1,404
1202,2,404
1203,5,404
1204,1,404
1205,5,405
1206,5,405
1207,5,405
1208,5,406
1209,5,406
1210,5,407
1211,1,407
1212,1,407
1213,5,407
1214,1,408
1215,4,408
1216,4,409
1217,4,409
1218,1,409
1219,2,410
1220,3,410
1221,1,410
1222,1,411
1223,2,411
1224,3,411
1225,2,412
1226,3,412
1227,3,412
1228,5,412
1229,3,413
1230,4,413
1231,1,413
1232,5,414
1233,1,414
1234,3,415
1235,1,415
1236,2,415
1237,3,416
1238,5,416
1239,1,417
1240,3,417
1241,1,418
1242,3,418
1243,5,418
1244,4,418
1245,3,418
1246,1,419
1247,4,419
1248,3,420
1249,1,421
1250,3,421
1251,2,421
1252,3,421
1253,2,421
1254,4,422
1255,1,422
1256,2,422
1257,4,423
1258,3,423
1259,3,423
1260,5,423
1261,5,424
1262,4,424
1263,1,424
1264,1,424
1265,4,425
1266,5,425
1267,1,426
1268,5,426
1269,4,427
1270,2,427
1271,3,427
1272,5,427
1273,1,427
1274,4,428
1275,5,428
1276,1,428
1277,1,428
1278,5,429
1279,2,429
1280,4,429
1281,3,429
1282,5,430
1283,5,430
1284,1,430
1285,3,431
1286,5,431
1287,3,431
1288,3,431
1289,5,432
1290,5,433
1291,5,434
1292,2,434
1293,5,434
1294,5,434
1295,4,435
1296,3,436
1297,2,436
1298,3,436
1299,5,437
1300,1,437
1301,4,437
1302,4,438
1303,3,439
1304,4,439
1305,5,439
1306,3,439
1307,5,440
1308,2,441
1309,4,441
1310,3,441
1311,1,442
1312,4,442
1313,2,442
1314,3,443
1315,5,443
1316,5,443
1317,1,443
1318,2,443
1319,4,444
1320,1,444
1321,2,444
1322,5,445
1323,2,445
1324,3,446
1325,4,446
1326,5,446
1327,4,446
1328,1,446
1329,3,447
1330,2,447
1331,5,447
1332,3,447
1333,1,448
1334,1,448
1335,4,448
1336,2,449
1337,5,449
1338,4,450
1339,4,450
1340,1,450
1341,1,450
1342,2,451
1343,4,451
1344,2,452
1345,2,453
1346,3,453
1347,4,453
1348,5,454
1349,4,454
1350,1,455
1351,3,455
1352,1,455
1353,4,455
1354,2,456
1355,1,457
1356,3,457
1357,1,457
1358,2,457
1359,3,457
1360,3,458
1361,4,458
1362,4,458
1363,5,458
1364,1,458
1365,1,459
1366,1,459
1367,5,459
1368,5,459
1369,5,459
1370,4,460
1371,2,461
1372,2,462
1373,5,462
1374,2,462
1375,1,462
1376,3,462
1377,1,463
1378,5,463
1379,5,463
1380,5,464
1381,5,464
1382,2,464
1383,1,465
1384,2,465
1385,2,465
1386,1,466
1387,2,467
1388,1,467
1389,5,467
1390,2,468
1391,3,468
1392,1,469
1393,5,469
1394,3,469
1395,2,470
1396,4,470
1397,1,470
1398,1,470
1399,2,470
1400,1,471
1401,4,471
1402,3,471
1403,3,472
1404,3,472
1405,4,472
1406,2,473
1407,3,473
1408,3,473
1409,1,473
1410,3,474
1411,2,474
1412,2,474
1413,2,475
1414,3,475
1415,3,475
1416,5,475
1417,1,476
1418,2,476
1419,4,476
1420,2,476
1421,1,476
1422,4,477
1423,1,477
1424,3,477
1425,2,477
1426,5,478
1427,1,479
1428,4,479
1429,3,479
1430,3,480
1431,4,480
1432,3,480
1433,5,481
1434,1,482
1435,3,482
1436,4,483
1437,4,483
1438,1,484
1439,4,484
1440,5,484
1441,3,484
1442,4,484
1443,4,485
1444,2,485
1445,3,485
1446,2,486
1447,1,486
1448,5,486
1449,5,487
1450,2,487
1451,1,487
1452,1,488
1453,3,488
1454,4,489
1455,4,489
1456,2,489
1457,2,489
1458,3,489
1459,2,490
1460,3,491
1461,3,491
1462,5,491
1463,3,491
1464,4,491
1465,5,492
1466,3,492
1467,5,492
1468,4,492
1469,5,493
1470,3,493
1471,2,493
1472,4,494
1473,1,494
1474,3,494
1475,1,494
1476,5,495
1477,2,495
1478,1,495
1479,3,495
1480,2,496
1481,4,496
1482,1,497
1483,3,497
1484,2,497
1485,5,497
1486,2,497
1487,2,498
1488,4,498
1489,5,499
1490,4,499
1491,5,500
1492,2,500
1493,5,501
1494,2,501
1495,2,501
1496,2,501
1497,1,502
1498,4,503
1499,3,503
1500,2,504
1501,5,504
1502,2,504
1503,2,505
1504,1,505
1505,2,506
1506,4,506
1507,2,507
1508,4,507
1509,5,508
1510,5,508
1511,1,509
1512,5,509
1513,4,509
1514,4,510
1515,1,510
1516,4,510
1517,3,511
1518,4,511
1519,4,512
1520,5,512
1521,4,512
1522,3,512
1523,5,512
1524,3,513
1525,4,513
1526,1,513
1527,2,513
1528,4,513
1529,3,514
1530,4,514
1531,3,515
1532,5,515
1533,3,515
1534,3,515
1535,5,515
1536,1,516
1537,3,516
1538,1,516
1539,5,516
1540,3,517
1541,5,517
1542,3,518
1543,4,519
1544,1,519
1545,4,519
1546,1,520
1547,1,520
1548,3,521
1549,2,521
1550,2,521
1551,3,522
1552,2,522
1553,3,523
1554,5,523
1555,5,523
1556,3,523
1557,1,524
1558,5,524
1559,3,524
1560,4,524
1561,2,524
1562,5,525
1563,2,525
1564,2,525
1565,5,525
1566,2,526
1567,3,526
1568,2,527
1569,1,527
1570,5,527
1571,1,528
1572,1,528
1573,4,528
1574,3,528
1575,4,528
1576,4,529
1577,2,529
1578,1,530
1579,4,530
1580,2,531
1581,2,532
1582,3,532
1583,3,532
1584,3,532
1585,4,532
1586,1,533
1587,1,533
1588,1,533
1589,1,533
1590,1,534
1591,3,534
1592,1,534
1593,2,535
1594,4,535
1595,3,536
1596,3,536
1597,3,536
1598,5,536
1599,5,537
1600,1,537
1601,3,537
1602,1,538
1603,5,538
1604,5,538
1605,2,538
1606,2,538
1607,1,539
1608,5,539
1609,3,539
1610,3,539
1611,2,540
1612,2,540
1613,2,540
1614,3,540
1615,5,541
1616,5,541
1617,1,541
1618,1,542
1619,1,542
1620,4,543
1621,3,543
1622,3,543
1623,2,543
1624,3,544
1625,4,545
1626,2,546
1627,5,546
1628,2,546
1629,1,547
1630,2,547
1631,3,547
1632,2,548
1633,1,548
1634,1,548
1635,5,548
1636,4,548
1637,1,549
1638,4,550
1639,2,550
1640,5,551
1641,2,551
1642,4,551
1643,1,551
1644,3,552
1645,5,552
1646,5,552
1647,1,552
1648,3,552
1649,5,553
1650,2,553
1651,2,553
1652,5,553
1653,5,554
1654,5,554
1655,3,554
1656,1,554
1657,4,555
1658,2,555
1659,5,555
1660,4,555
1661,2,556
1662,1,556
1663,5,556
1664,3,556
1665,4,557
1666,1,557
1667,3,557
1668,3,558
1669,5,558
1670,3,558
1671,4,559
1672,5,559
1673,3,559
1674,1,560
1675,5,561
1676,1,561
1677,5,561
1678,3,562
1679,2,562
1680,4,562
1681,3,562
1682,5,562
1683,5,563
1684,3,563
1685,5,563
1686,1,563
1687,4,564
1688,1,564
1689,2,565
1690,2,565
1691,4,565
1692,3,566
1693,5,566
1694,2,566
1695,1,567
1696,1,568
1697,5,568
1698,1,568
1699,4,568
1700,2,568
1701,4,569
1702,2,569
1703,4,569
1704,4,569
1705,3,570
1706,4,570
1707,1,570
1708,3,571
1709,5,571
1710,5,571
1711,3,571
1712,5,571
1713,4,572
1714,5,573
1715,4,573
1716,2,573
1717,2,574
1718,5,574
1719,2,574
1720,2,574
1721,4,574
1722,2,575
1723,2,575
1724,2,576
1725,4,576
1726,3,577
1727,3,578
1728,3,578
1729,1,579
1730,1,579
1731,2,579
1732,2,579
1733,3,579
1734,3,580
1735,3,580
1736,2,580
1737,5,581
1738,5,581
1739,2,581
1740,2,581
1741,4,582
1742,4,582
1743,3,583
1744,1,583
1745,1,583
1746,4,584
1747,4,585
1748,5,585
1749,4,585
1750,2,586
1751,3,586
1752,1,586
1753,3,586
1754,2,586
1755,4,587
1756,5,587
1757,2,587
1758,3,587
1759,5,587
1760,4,588
1761,3,588
1762,3,588
1763,3,589
1764,1,590
1765,5,590
1766,2,590
1767,1,590
1768,3,590
1769,2,591
1770,4,591
1771,4,592
1772,5,593
1773,1,594
1774,1,594
1775,2,594
1776,4,594
1777,5,595
1778,4,595
1779,5,595
1780,2,596
1781,2,597
1782,3,597
1783,2,597
1784,1,597
1785,4,597
1786,4,598
1787,3,598
1788,1,599
1789,1,600
1790,4,600
1791,1,600
1792,3,600
1793,1,600
1794,5,601
1795,4,602
1796,4,602
1797,2,602
1798,4,602
1799,2,602
1800,4,603
1801,4,603
1802,2,603
1803,3,604
1804,2,604
1805,5,605
1806,5,605
1807,1,605
1808,1,606
1809,1,606
1810,2,606
1811,5,607
1812,2,607
1813,1,607
1814,3,607
1815,5,607
1816,4,608
1817,1,608
1818,1,609
1819,5,609
1820,5,610
1821,4,610
1822,4,610
1823,1,611
1824,1,611
1825,2,611
1826,2,611
1827,5,611
1828,5,612
1829,3,612
1830,3,612
1831,4,612
1832,4,613
1833,4,613
1834,5,613
1835,5,613
1836,2,613
1837,1,614
1838,4,615
1839,3,615
1840,2,615
1841,3,615
1842,4,615
1843,3,616
1844,3,616
1845,4,616
1846,5,617
1847,2,617
1848,1,617
1849,4,617
1850,2,617
1851,3,618
1852,5,618
1853,3,618
1854,4,618
1855,1,619
1856,1,619
1857,2,619
1858,1,619
1859,1,620
1860,2,620
1861,5,620
1862,2,620
1863,3,620
1864,2,621
1865,1,621
1866,2,622
1867,4,622
1868,1,622
1869,2,622
1870,4,623
1871,4,623
1872,4,623
1873,4,624
1874,5,624
1875,4,624
1876,3,624
1877,1,624
1878,4,625
1879,1,626
1880,4,627
1881,4,628
1882,5,628
1883,1,629
1884,2,629
1885,1,629
1886,5,629
1887,2,629
1888,1,630
1889,2,630
1890,2,630
1891,1,630
1892,2,630
1893,4,631
1894,1,631
1895,5,631
1896,3,631
1897,4,632
1898,5,632
1899,2,632
1900,4,632
1901,3,633
1902,3,633
1903,5,633
1904,1,634
1905,4,634
1906,3,635
1907,4,635
1908,2,635
1909,3,635
1910,3,635
1911,1,636
1912,1,636
1913,5,636
1914,4,636
1915,2,637
1916,4,637
1917,5,637
1918,5,637
1919,4,637
1920,3,638
1921,4,638
1922,2,639
1923,1,639
1924,1,639
1925,1,639
1926,4,640
1927,5,640
1928,3,641
1929,5,641
1930,1,642
1931,2,642
1932,2,642
1933,2,642
1934,2,643
1935,3,643
1936,5,643
1937,5,643
1938,3,643
1939,1,644
1940,2,644
1941,1,644
1942,3,644
1943,3,644
1944,3,645
1945,1,645
1946,5,645
1947,3,645
1948,1,646
1949,3,646
1950,5,646
1951,5,646
1952,4,646
1953,5,647
1954,4,647
1955,4,647
1956,2,647
1957,1,648
1958,5,648
1959,2,648
1960,1,648
1961,2,648
1962,4,649
1963,2,649
1964,3,649
1965,2,650
1966,3,651
1967,2,652
1968,3,652
1969,3,653
1970,1,654
1971,3,654
1972,5,654
1973,3,654
1974,3,655
1975,5,655
1976,1,656
1977,5,656
1978,1,657
1979,4,657
1980,4,657
1981,5,657
1982,1,658
1983,4,658
1984,2,659
1985,3,659
1986,1,659
1987,4,659
1988,1,659
1989,5,660
1990,5,661
1991,2,661
1992,2,661
1993,5,662
1994,4,662
1995,5,662
1996,2,663
1997,3,664
1998,4,664
1999,5,664
2000,4,664
2001,5,664
2002,1,665
2003,3,665
2004,5,665
2005,2,665
2006,1,665
2007,1,666
2008,1,666
2009,1,667
2010,1,668
2011,1,668
2012,5,668
2013,1,668
2014,5,668
2015,1,669
2016,3,669
2017,1,669
2018,3,669
2019,5,669
2020,2,670
2021,1,670
2022,5,670
2023,2,671
2024,5,672
2025,4,672
2026,2,673
2027,1,673
2028,5,673
2029,3,674
2030,5,674
2031,4,674
2032,5,674
2033,4,675
2034,1,675
2035,1,675
2036,5,675
2037,2,676
2038,3,677
2039,5,677
2040,1,677
2041,1,678
2042,2,678
2043,1,678
2044,3,678
2045,3,679
2046,2,679
2047,1,679
2048,1,680
2049,3,681
2050,3,681
2051,1,681
2052,2,681
2053,4,681
2054,4,682
2055,1,682
2056,3,682
2057,4,683
2058,2,683
2059,3,684
2060,1,684
2061,2,684
2062,4,684
2063,3,684
2064,1,685
2065,1,686
2066,4,686
2067,3,687
2068,3,687
2069,4,687
2070,1,687
2071,1,687
2072,1,688
2073,2,688
2074,2,689
2075,4,689
2076,3,689
2077,2,690
2078,3,691
2079,3,691
2080,5,691
2081,2,692
2082,2,692
2083,3,692
2084,2,692
2085,2,693
2086,4,693
2087,4,693
2088,3,693
2089,1,693
2090,3,694
2091,3,694
2092,4,694
2093,2,695
2094,2,696
2095,4,696
2096,2,696
2097,5,697
2098,4,697
2099,4,698
2100,1,698
2101,3,698
2102,2,698
2103,1,699
2104,3,699
2105,2,699
2106,2,700
2107,5,701
2108,1,701
2109,5,701
2110,4,701
2111,1,702
2112,5,702
2113,2,703
2114,4,703
2115,4,704
2116,4,704
2117,4,704
2118,1,704
2119,1,704
2120,3,705
2121,3,705
2122,5,706
2123,3,707
2124,1,707
2125,1,707
2126,5,707
2127,4,708
2128,3,708
2129,4,708
2130,5,708
2131,1,709
2132,4,709
2133,5,709
2134,4,709
2135,2,710
2136,1,710
2137,4,710
2138,4,710
